id,category,hook_type,post,cta,status,notes
53,X副業,データ型,"X副業の収益モデル、
2026年版を数字で見せる。

【広告収入モデル】
フォロワー1万人 × RPM ¥200
= 月2万円（天井低い）

【コンテンツ販売モデル】
フォロワー500人
→ 見込み客50人（10%）
→ 購入者5人（10%）
→ 単価5,000円
= 月25,000円

【コンサル・サービスモデル】
フォロワー300人
→ DM相談10人
→ 成約2人
→ 単価30,000円
= 月60,000円

数字を見れば明らか。

フォロワー少なくても
単価を上げれば勝てる。

広告収入はおまけ。
本命は自分の商品。",どのモデルが気になる？番号でリプして,draft,X副業×収益モデル比較×データ×具体数字
54,X運用2026,言い切り,"2026年のXで一番伸びてるアカウント、
全員やってることがある。

「個人アカウント × プロダクト」
の二刀流。

個人で「考え」を発信
プロダクトで「価値」を提供

この2つが相乗効果を生む。

個人の発信がバズる
→ プロフからプロダクトへ流入
→ プロダクトの良さが口コミに
→ さらに個人の信頼UP

このループが最強。

プロダクトだけ宣伝しても伸びない。
個人だけ発信しても稼げない。

両方やれ。

「中の人」が見えるプロダクトは
2026年、圧倒的に強い。",個人×プロダクトの二刀流やってる人いる？,draft,X運用2026×二刀流戦略×SaaS連携
55,X副業,実践型,"Xで副業始めたい人に
最初の30日間のロードマップ渡す。

【1〜7日目】
・ジャンルを1つに絞る
・プロフィール完成させる
・競合アカウント10個リサーチ

【8〜14日目】
・毎日1ポスト（テキスト）
・同ジャンルの人に毎日5リプ
・反応の良いネタを分析

【15〜21日目】
・スレッド投稿を週2回試す
・フォロワーのTL見てネタ収集
・無料コンテンツ1つ作る（note等）

【22〜30日目】
・有料コンテンツの告知
・DM営業を3人に試す
・振り返り＆改善

これで月1万の下地はできる。

完璧じゃなくていいから
まず30日回してみろ。",何日目から始める？宣言してみて,draft,X副業×ロードマップ×初心者向け×行動喚起
56,X副業,共感型,"X副業の最大の敵は
競合でもアルゴリズムでもない。

「比較」。

始めて1ヶ月。
フォロワー50人。
いいね3個。

隣を見たら
同時期に始めた人がもう500人。

「才能ないのかな…」

これ、全員通る道。

でもその500人の裏側は見えてない。
実は2回目のアカウントかもしれない。
広告かけてるかもしれない。
相互フォロー大会してるかもしれない。

他人の表面と
自分の裏側を比べるな。

昨日の自分より1ポスト多く書けたら
それが成長。

比較の相手は過去の自分だけでいい。",始めた頃の辛かったエピソード聞かせて,draft,X副業×共感×メンタル×初心者応援
57,X運用2026,逆張り,"「毎日投稿しないとダメ」

2026年、これ完全に古い。

アルゴリズムが見てるのは
「投稿頻度」じゃなくて
「投稿あたりのエンゲージメント」。

毎日薄い投稿を出すより
週3回の濃い投稿の方が
アカウント評価は上がる。

Grokは投稿の「質」を読める。

毎日投稿のデメリット:
・ネタが枯渇する
・質が下がる
・「また同じような投稿か」と飽きられる

週3〜5回の高品質投稿
+ 毎日のリプ活動

これが2026年の最適解。

量より質。
投稿数より反応数。

無理して毎日出すな。
刺さる1本に集中しろ。",毎日派？週3派？どっちが伸びた？,draft,X運用2026×逆張り（毎日投稿否定）×アルゴリズム
58,X副業,メタ型,"X副業で月10万超えてる人の
共通点を5つ見つけた。

①ジャンルが「狭くて深い」
→ 「副業」じゃなく「Xで月5万」レベルの特化

②ポストに「自分の体験」が入ってる
→ 誰でも書ける一般論は差別化できない

③DM対応が異常に丁寧
→ ここで信頼を勝ち取って成約

④「無料で出し惜しみしない」
→ 無料で信頼→有料で深掘りの構造

⑤投稿時間を固定してる
→ フォロワーが「この時間にチェック」する習慣化

逆に稼げない人は
この5つの逆をやってる。

広くて浅い、一般論、DM雑、出し惜しみ、不定期投稿。

チェックリストにして
自分のアカウント点検してみて。",5つのうちいくつ当てはまる？,draft,X副業×成功パターン×チェックリスト×リプ誘導
59,X運用2026,トレンド型,"2026年のXで注目すべき機能。

①Xプレミアム
→ 長文投稿・収益化・分析ツールが使える
→ 副業勢は投資と割り切れ

②コミュニティ機能
→ ジャンル特化のグループ運営
→ ここが次のマネタイズの場

③スペース（音声）
→ テキストじゃ伝わらない熱量
→ 週1の定期開催でファン作り

④Grok統合
→ AIがポストの質を評価
→ 「中身のある投稿」が優遇される時代

⑤動画優遇
→ ショート動画のリーチが異常に高い
→ テキスト勢も月1本は試すべき

全部使いこなせとは言わない。

この中から1つだけ選んで
今月中に試してみ。

先行者利益は確実にある。",どの機能が気になる？番号でリプして,draft,X運用2026×新機能×トレンド×リプ誘導
60,X副業,言い切り,"X副業の最終兵器教える。

「固定ポスト × プロフ導線 × DM」

この三角形が揃った瞬間、
自動で売上が立ち始める。

①固定ポスト
→ 自分の一番の実績 or 無料プレゼント
→ プロフを見た人が必ず目にする

②プロフ導線
→ 自己紹介の最後に
「〇〇を無料配布中→固定ポスト」

③DM
→ 固定ポストに反応した人に
「他にもこんなのありますよ」と案内

これ、フォロワー100人でも機能する。

ポイントは「売り込まない」こと。

価値を渡す → 興味を持たれる → 案内する

この順番を絶対に崩すな。

押し売りは死亡。
引き寄せが正義。",この導線すでに組んでる人いる？,draft,X副業×マネタイズ導線×具体的仕組み×言い切り
61,副業・収益化,言い切り,"副業で失敗する人の共通点、
たった1つだけ教える。

「完璧に準備してから始めようとする」

これ。

ブログなら100記事書く計画を立てる。
物販なら仕入れ先を10個比較する。
プログラミングなら資格を取ろうとする。

全部、始めてない。

稼いでる人に聞くと
全員こう言う。

「とりあえずやってみた」

準備は3割でいい。
残りは走りながら覚える。

スタートラインに
立ってない人に
ゴールは永遠に来ない。

今日、何か1つだけ始めろ。",今日何始める？リプで宣言して,draft,副業×言い切り×行動喚起
62,副業・収益化,データ型,"副業の平均月収、知ってる？

月1万未満: 36%
月1〜5万: 26%
月5〜10万: 15%
月10万以上: 23%

つまり6割以上が月5万未満。

でもこのデータの裏側がある。

月10万以上の人の
平均継続期間は「2年以上」。

月1万未満の人の
平均継続期間は「6ヶ月未満」。

つまり稼げてない人は
単純に「まだ途中」なだけ。

辞めなかった人だけが
月10万の世界にたどり着く。

半年で結果出なくて当たり前。
2年は続けろ。

データが証明してる。",副業何ヶ月目？教えて,draft,副業×データ×継続の重要性
63,副業・収益化,対立構造,"「好きなことで副業しろ」
vs
「需要があることで副業しろ」

これ、答えは明確。

最初は「需要」一択。

好きなことで稼げるのは
「好き × スキル × 需要」が
3つ揃った時だけ。

初心者が最初から3つ揃えるのは無理。

まず「需要」で始めて
スキルを身につけて
その中で好きを見つける。

この順番が最短ルート。

「好きなことで稼ぐ」は
ゴールであってスタートじゃない。

最初の1円は
好きじゃなくても
需要があるところで稼げ。",好き派？需要派？どっちで始めた？,draft,副業×対立構造×現実的アドバイス
